ACCESSION_ID	CLADE	PANGO_LINEAGE	VARIANT	LOCATION	SUBMISSION_DATE
EPI_ISL_1580571	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-13
EPI_ISL_1580572	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-13
EPI_ISL_1580573	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-13
EPI_ISL_1580574	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-13
EPI_ISL_1580575	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-13
EPI_ISL_1580576	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-13
EPI_ISL_1580577	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-13
EPI_ISL_1580578	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-13
EPI_ISL_1580579	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-13
EPI_ISL_1580580	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-13
EPI_ISL_1580581	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-13
EPI_ISL_1580582	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-13
EPI_ISL_1580583	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-13
EPI_ISL_1580584	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-13
EPI_ISL_1580585	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-13
EPI_ISL_1580586	GR	B.1.1.420		Abruzzo	2021-04-13
EPI_ISL_1580587	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-13
EPI_ISL_1580588	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-13
EPI_ISL_1580589	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-13
EPI_ISL_1580590	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-13
EPI_ISL_1580591	G	P.1.1		Abruzzo	2021-04-13
EPI_ISL_1580592	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-13
EPI_ISL_1580593	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-13
EPI_ISL_1580594	GR	B.1.1.420		Abruzzo	2021-04-13
EPI_ISL_1580595	GR	B.1.1.420		Abruzzo	2021-04-13
EPI_ISL_1580596	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-13
EPI_ISL_1580597	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-13
EPI_ISL_1580598	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-13
EPI_ISL_1580599	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-13
EPI_ISL_1580600	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-13
EPI_ISL_1580601	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-13
EPI_ISL_1580602	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-13
EPI_ISL_1580603	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-13
EPI_ISL_1580604	G	P.1.1		Abruzzo	2021-04-13
EPI_ISL_1580605	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-13
EPI_ISL_1580606	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-13
EPI_ISL_1580607	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-13
EPI_ISL_1580608	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-13
EPI_ISL_1580609	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-13
EPI_ISL_1580610	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-13
EPI_ISL_1580611	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-13
EPI_ISL_1580612	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-13
EPI_ISL_1580613	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-13
EPI_ISL_1580614	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-13
EPI_ISL_1580615	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-13
EPI_ISL_1580616	GR	B.1.1.420		Abruzzo	2021-04-13
EPI_ISL_1580617	G	B.1.177.83		Abruzzo	2021-04-13
EPI_ISL_1580618	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-13
EPI_ISL_1580619	GR	B.1.1.420		Abruzzo	2021-04-13
EPI_ISL_1580620	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-13
EPI_ISL_1580621	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-13
EPI_ISL_1580622	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-13
EPI_ISL_1580623	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-13
EPI_ISL_1580624	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-13
EPI_ISL_1580625	G	P.1.1		Abruzzo	2021-04-13
EPI_ISL_1580626	G	P.1.1		Abruzzo	2021-04-13
EPI_ISL_1580627	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-13
EPI_ISL_1580628	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-13
EPI_ISL_1580629	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-13
EPI_ISL_1580630	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-13
EPI_ISL_1580631	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-13
EPI_ISL_1580632	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-13
EPI_ISL_1580633	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-13
EPI_ISL_1580634	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-13
EPI_ISL_1580635	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-13
EPI_ISL_1580636	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-13
EPI_ISL_1580637	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-13
EPI_ISL_1580638	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-13
EPI_ISL_1580639	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-13
EPI_ISL_1580640	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-13
EPI_ISL_1580641	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-13
EPI_ISL_1580642	GR	B.1.1.420		Abruzzo	2021-04-13
EPI_ISL_1580643	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-13
EPI_ISL_1580644	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-13
EPI_ISL_1580645	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-13
EPI_ISL_1580646	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-13
EPI_ISL_1580647	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-13
EPI_ISL_1580648	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-13
EPI_ISL_1580649	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-13
EPI_ISL_1580650	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-13
EPI_ISL_1580651	G	P.1.1		Abruzzo	2021-04-13
EPI_ISL_1580652	GR	B.1.1.420		Abruzzo	2021-04-13
EPI_ISL_1580653	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-13
EPI_ISL_1580654	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-13
EPI_ISL_1580655	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-13
EPI_ISL_1580656	G	P.1.1		Abruzzo	2021-04-13
EPI_ISL_1580657	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-13
EPI_ISL_1580658	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-13
EPI_ISL_1580659	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-13
EPI_ISL_1580660	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-13
EPI_ISL_1580661	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-13
EPI_ISL_1580662	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-13
EPI_ISL_1580663	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-13
EPI_ISL_1580664	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-13
EPI_ISL_1580665	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-13
EPI_ISL_1580666	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-13
EPI_ISL_1585276	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania	2021-04-14
EPI_ISL_1585278	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania	2021-04-14
EPI_ISL_1585281	S	A.23.1		Sicily	2021-04-14
EPI_ISL_1585288	G	None		Tuscany	2021-04-14
EPI_ISL_1585277	G	None		Tuscany	2021-04-14
EPI_ISL_1585287	G	None		Tuscany	2021-04-14
EPI_ISL_1585286	G	None		Tuscany	2021-04-14
EPI_ISL_1585275	G	None		Tuscany	2021-04-14
EPI_ISL_1585285	G	None		Tuscany	2021-04-14
EPI_ISL_1585274	G	None		Tuscany	2021-04-14
EPI_ISL_1585279	G	None		Tuscany	2021-04-14
EPI_ISL_1585280	G	None		Tuscany	2021-04-14
EPI_ISL_1585284	G	None		Tuscany	2021-04-14
EPI_ISL_1585694	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Valle d'Aosta	2021-04-14
EPI_ISL_1585692	GR	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Valle d'Aosta	2021-04-14
EPI_ISL_1585691	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Valle d'Aosta	2021-04-14
EPI_ISL_1585690	GR	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Valle d'Aosta	2021-04-14
EPI_ISL_1585272	G	None		Calabria	2021-04-14
EPI_ISL_1585282	S	A.23.1		Sicily	2021-04-14
EPI_ISL_1589116	G	None		Friuli Venezia Giulia 	2021-04-14
EPI_ISL_1589117	G	None		Friuli Venezia Giulia 	2021-04-14
EPI_ISL_1589118	G	None		Friuli Venezia Giulia 	2021-04-14
EPI_ISL_1589119	G	None		Friuli Venezia Giulia 	2021-04-14
EPI_ISL_1589120	G	None		Friuli Venezia Giulia 	2021-04-14
EPI_ISL_1589121	G	None		Friuli Venezia Giulia 	2021-04-14
EPI_ISL_1589122	G	None		Friuli Venezia Giulia 	2021-04-14
EPI_ISL_1589123	G	None		Friuli Venezia Giulia 	2021-04-14
EPI_ISL_1589124	G	None		Friuli Venezia Giulia 	2021-04-14
EPI_ISL_1589125	G	None		Friuli Venezia Giulia 	2021-04-14
EPI_ISL_1589126	G	None		Friuli Venezia Giulia 	2021-04-14
EPI_ISL_1589127	G	None		Friuli Venezia Giulia 	2021-04-14
EPI_ISL_1589128	G	None		Friuli Venezia Giulia 	2021-04-14
EPI_ISL_1589129	G	None		Friuli Venezia Giulia 	2021-04-14
EPI_ISL_1589130	O	None		Friuli Venezia Giulia 	2021-04-14
EPI_ISL_1589131	O	None		Friuli Venezia Giulia 	2021-04-14
EPI_ISL_1589132	O	None		Friuli Venezia Giulia 	2021-04-14
EPI_ISL_1589133	O	None		Friuli Venezia Giulia 	2021-04-14
EPI_ISL_1589134	O	None		Friuli Venezia Giulia 	2021-04-14
EPI_ISL_1589135	O	None		Friuli Venezia Giulia 	2021-04-14
EPI_ISL_1589136	O	None		Friuli Venezia Giulia 	2021-04-14
EPI_ISL_1589137	O	None		Friuli Venezia Giulia 	2021-04-14
EPI_ISL_1589138	O	None		Friuli Venezia Giulia 	2021-04-14
EPI_ISL_1589139	O	None		Friuli Venezia Giulia 	2021-04-14
EPI_ISL_1591251	GR	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Lazio 	2021-04-14
EPI_ISL_1591252	GR	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Lazio 	2021-04-14
EPI_ISL_1591253	GV	B.1.177		Lazio 	2021-04-14
EPI_ISL_1591254	GR	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Lazio 	2021-04-14
EPI_ISL_1591255	GR	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Lazio 	2021-04-14
EPI_ISL_1591256	GR	P.1.1		Lazio 	2021-04-14
EPI_ISL_1591257	GR	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Lazio 	2021-04-14
EPI_ISL_1591258	GR	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Lazio 	2021-04-14
EPI_ISL_1591259	GR	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Lazio 	2021-04-14
EPI_ISL_1591260	GR	P.1.1		Lazio 	2021-04-14
EPI_ISL_1591261	GR	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Lazio 	2021-04-14
EPI_ISL_1591262	GR	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Lazio 	2021-04-14
EPI_ISL_1591263	GR	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Lazio 	2021-04-14
EPI_ISL_1591264	GR	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Lazio 	2021-04-14
EPI_ISL_1595845	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Lazio	2021-04-15
EPI_ISL_1599180	GH	B.1.351.2		Lombardy 	2021-04-15
EPI_ISL_1607869	GR	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Lazio 	2021-04-15
EPI_ISL_1607968	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-15
EPI_ISL_1607969	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-15
EPI_ISL_1607970	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-15
EPI_ISL_1607971	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-15
EPI_ISL_1607972	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-15
EPI_ISL_1607973	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-15
EPI_ISL_1607974	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-15
EPI_ISL_1607975	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-15
EPI_ISL_1607976	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-15
EPI_ISL_1607977	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-15
EPI_ISL_1607978	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-15
EPI_ISL_1607979	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-15
EPI_ISL_1607980	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-15
EPI_ISL_1607981	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-15
EPI_ISL_1608568	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-15
EPI_ISL_1608569	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-15
EPI_ISL_1608570	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-15
EPI_ISL_1608571	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-15
EPI_ISL_1608572	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-15
EPI_ISL_1608573	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-15
EPI_ISL_1608574	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-15
EPI_ISL_1608575	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-15
EPI_ISL_1608576	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-15
EPI_ISL_1608577	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-15
EPI_ISL_1608578	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-15
EPI_ISL_1608579	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-15
EPI_ISL_1608580	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-15
EPI_ISL_1608581	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Abruzzo	2021-04-15
EPI_ISL_1617338	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Emilia-Romagna	2021-04-16
EPI_ISL_1616837	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Emilia-Romagna	2021-04-16
EPI_ISL_1617339	GR	B.1.1.318		Emilia-Romagna	2021-04-16
EPI_ISL_1616834	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Emilia-Romagna	2021-04-16
EPI_ISL_1619453	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Apulia	2021-04-16
EPI_ISL_1620664	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Lazio	2021-04-16
EPI_ISL_1620663	G	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Lazio	2021-04-16
EPI_ISL_1620666	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Lazio	2021-04-16
EPI_ISL_1620665	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Lazio	2021-04-16
EPI_ISL_1620667	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Lazio	2021-04-16
EPI_ISL_1620670	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Lazio	2021-04-16
EPI_ISL_1620662	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Lazio	2021-04-16
EPI_ISL_1620668	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Lazio	2021-04-16
EPI_ISL_1620669	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Lazio	2021-04-16
EPI_ISL_1620238	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Apulia	2021-04-16
EPI_ISL_1626567	GR	B.1.1		Lazio	2021-04-16
EPI_ISL_1626568	GR	B.1.1		Lazio	2021-04-16
EPI_ISL_1626569	GR	P.1.1		Lazio	2021-04-16
EPI_ISL_1626570	GR	P.1.1		Lazio	2021-04-16
EPI_ISL_1626571	GR	P.1.1		Lazio	2021-04-16
EPI_ISL_1626572	GV	B.1.177.33		Lazio	2021-04-16
EPI_ISL_1627320	GR	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Apulia 	2021-04-17
EPI_ISL_1627321	GV	B.1.177		Apulia 	2021-04-17
EPI_ISL_1627322	GV	B.1.177		Apulia 	2021-04-17
EPI_ISL_1627323	GV	B.1.177		Apulia 	2021-04-17
EPI_ISL_1627324	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Apulia 	2021-04-17
EPI_ISL_1627325	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Apulia 	2021-04-17
EPI_ISL_1627326	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Apulia 	2021-04-17
EPI_ISL_1627327	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Apulia 	2021-04-17
EPI_ISL_1627328	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Apulia 	2021-04-17
EPI_ISL_1627329	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Apulia 	2021-04-17
EPI_ISL_1627330	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Apulia 	2021-04-17
EPI_ISL_1627331	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Apulia 	2021-04-17
EPI_ISL_1627332	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Apulia 	2021-04-17
EPI_ISL_1627333	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Apulia 	2021-04-17
EPI_ISL_1627334	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Apulia 	2021-04-17
EPI_ISL_1627335	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Apulia 	2021-04-17
EPI_ISL_1627336	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Apulia 	2021-04-17
EPI_ISL_1627337	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Apulia 	2021-04-17
EPI_ISL_1627338	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Apulia 	2021-04-17
EPI_ISL_1627339	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Apulia 	2021-04-17
EPI_ISL_1627340	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Apulia 	2021-04-17
EPI_ISL_1627341	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Apulia 	2021-04-17
EPI_ISL_1627342	GV	B.1.177		Apulia 	2021-04-17
EPI_ISL_1627343	G	B.1		Apulia 	2021-04-17
EPI_ISL_1627344	GR	B.1.1.519		Apulia 	2021-04-17
EPI_ISL_1627345	G	B.1.258.14		Apulia 	2021-04-17
EPI_ISL_1627346	G	B.1.258.14		Apulia 	2021-04-17
EPI_ISL_1627347	GV	B.1.177.75		Apulia 	2021-04-17
EPI_ISL_1627348	G	B.1.258.14		Apulia 	2021-04-17
EPI_ISL_1627349	G	B.1.258.14		Apulia 	2021-04-17
EPI_ISL_1627350	GV	B.1.177.33		Apulia 	2021-04-17
EPI_ISL_1627351	GV	B.1.177		Apulia 	2021-04-17
EPI_ISL_1627352	GV	B.1.177		Apulia 	2021-04-17
EPI_ISL_1627353	G	B.1.177.83		Apulia 	2021-04-17
EPI_ISL_1627354	GV	B.1.177.75		Apulia 	2021-04-17
EPI_ISL_1627355	GV	B.1.177.75		Apulia 	2021-04-17
EPI_ISL_1627356	GV	B.1.177		Apulia 	2021-04-17
EPI_ISL_1627357	GV	B.1.177		Apulia 	2021-04-17
EPI_ISL_1627358	GV	B.1.177		Apulia 	2021-04-17
EPI_ISL_1627359	GV	B.1.177		Apulia 	2021-04-17
EPI_ISL_1627360	GV	B.1.177		Apulia 	2021-04-17
EPI_ISL_1627361	GV	B.1.177		Apulia 	2021-04-17
EPI_ISL_1627362	GV	B.1.177		Apulia 	2021-04-17
EPI_ISL_1627363	GV	B.1.177.33		Apulia 	2021-04-17
EPI_ISL_1630154	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania	2021-04-18
EPI_ISL_1629906	GRY	B.1.1.7	VOC 202012/01 GRY (B.1.1.7) first detected in the UK	Campania	2021-04-18
